,Fight_Id,Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,f1_wins,f1_losses,f1_height,f1_weight,f1_reach,f1_stance,f1_age,f1_SLpM,f1_sig_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_height,f2_weight,f2_reach,f2_stance,f2_age,f2_SLpM,f2_sig_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg,reach_diff,age_diff,height_diff,sig_str_diff,td_def_diff,td_avg_diff,f1_win_rate,f2_win_rate,win_rate_diff
7900,0582b78dc635301b,win,Chris Leben,Jorge Rivera,1.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1,104,2ee09ec2a0695eb9,22.0,11.0,180.34,83.91,185.42,Southpaw,43.0,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,20.0,9.0,185.42,83.91,185.42,Orthodox,52.0,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,0.0,-9.0,-5.079999999999984,-0.06,-0.09999999999999998,0.29999999999999993,0.6666666666666666,0.6896551724137931,-0.02298850574712652
7901,e55b69543aa74907,win,Josh Neer,Melvin Guillard,0.0,0.0,3.0,11.0,1.0,2.0,2.0,0.0,Welterweight,SUB Triangle Choke,1,260,2ee09ec2a0695eb9,36.0,16.0,180.34,77.11,182.88,Orthodox,41.0,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,32.0,18.0,175.26,70.31,180.34,Orthodox,40.0,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,2.539999999999992,1.0,5.0800000000000125,0.06,-0.14999999999999997,-0.20999999999999996,0.6923076923076923,0.64,0.05230769230769228
7902,392089df68b1a721,win,Duane Ludwig,Jonathan Goulet,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1,6,2ee09ec2a0695eb9,21.0,14.0,177.8,77.11,177.8,Orthodox,45.0,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1,23.0,12.0,182.88,77.11,185.42,Orthodox,44.0,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,-7.619999999999976,1.0,-5.079999999999984,0.030000000000000027,0.13999999999999996,-3.7399999999999998,0.6,0.6571428571428571,-0.05714285714285716
7903,52125c3e41a1bd1e,win,Spencer Fisher,Aaron Riley,0.0,0.0,25.0,9.0,0.0,2.0,0.0,0.0,Welterweight,KO/TKO,1,300,2ee09ec2a0695eb9,24.0,9.0,170.18,70.31,172.72,Southpaw,47.0,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,30.0,14.0,172.72,70.31,175.26,Southpaw,43.0,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,-2.539999999999992,4.0,-2.539999999999992,0.08999999999999997,0.0,-0.5099999999999999,0.7272727272727273,0.6818181818181818,0.045454545454545525
7904,d0fcabb07a3e9500,win,Jason Von Flue,Alex Karalexis,0.0,0.0,28.0,18.0,0.0,1.0,2.0,3.0,Welterweight,SUB Von Flue Choke,3,77,2ee09ec2a0695eb9,14.0,12.0,182.88,77.11,187.60065271208342,Orthodox,48.0,1.89,0.36,3.23,0.52,0.62,0.16,0.58,1.5,10.0,6.0,172.72,70.31,167.64,Orthodox,46.0,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,19.96065271208343,2.0,10.159999999999997,-0.06,-0.28,-2.08,0.5384615384615384,0.625,-0.08653846153846156
7905,2dfda46cbc17bc99,win,Rich Franklin,Nate Quarry,2.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1,154,c7e9d15cfce52f1d,29.0,7.0,185.42,83.91,193.04,Southpaw,49.0,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,12.0,4.0,182.88,83.91,182.88,Open Stance,52.0,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,10.159999999999997,-3.0,2.539999999999992,0.0,0.030000000000000027,1.06,0.8055555555555556,0.75,0.05555555555555558
7906,670db5afcb26df7c,win,Gabriel Gonzaga,Kevin Jordan,1.0,0.0,23.0,18.0,2.0,0.0,2.0,0.0,Heavyweight,KO/TKO Punch,3,279,c7e9d15cfce52f1d,17.0,11.0,187.96,109.77,193.04,Orthodox,44.0,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,11.0,9.0,190.5,111.13,195.65223199313758,Orthodox,53.0,2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6,-2.612231993137584,-9.0,-2.539999999999992,0.04999999999999999,-0.10999999999999999,2.8,0.6071428571428571,0.55,0.05714285714285705
7907,8062a7852a8b1560,win,Matt Hughes,Joe Riggs,0.0,0.0,8.0,1.0,1.0,0.0,2.0,0.0,Welterweight,SUB Kimura,1,208,c7e9d15cfce52f1d,45.0,9.0,175.26,77.11,185.42,Switch,50.0,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,44.0,17.0,182.88,83.91,177.8,Southpaw,41.0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,7.619999999999976,9.0,-7.6200000000000045,0.020000000000000018,-0.27,0.5,0.8333333333333334,0.7213114754098361,0.11202185792349728
7908,388df822e50b04f8,win,Georges St-Pierre,Sean Sherk,0.0,0.0,58.0,20.0,3.0,0.0,0.0,0.0,Welterweight,KO/TKO Elbows,2,173,c7e9d15cfce52f1d,26.0,2.0,180.34,83.91,193.04,Orthodox,42.0,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,36.0,4.0,167.64,70.31,170.18,Orthodox,50.0,2.17,0.35,2.71,0.55,4.09,0.46,0.56,0.4,22.859999999999985,-8.0,12.700000000000017,0.18000000000000005,0.2699999999999999,0.07000000000000028,0.9285714285714286,0.9,0.02857142857142858
7909,5f9d5ebe5ec28753,win,Jeremy Horn,Trevor Prangley,0.0,0.0,38.0,38.0,0.0,7.0,1.0,0.0,Middleweight,U-DEC,3,300,c7e9d15cfce52f1d,91.0,22.0,185.42,83.91,187.96,Orthodox,48.0,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,34.0,11.0,185.42,83.91,190.5,Orthodox,51.0,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0,-2.539999999999992,-3.0,0.0,-0.20999999999999996,-0.45,-1.5499999999999998,0.8053097345132744,0.7555555555555555,0.04975417895771883
7910,84c510ab7e764598,win,Sam Hoger,Jeff Newton,0.0,0.0,10.0,2.0,3.0,0.0,2.0,4.0,Light Heavyweight,SUB Rear Naked Choke,2,125,c7e9d15cfce52f1d,10.0,4.0,187.96,92.99,192.9683722327862,Orthodox,43.0,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3,4.0,2.0,187.96,92.99,192.9683722327862,Sideways,57.0,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5,0.0,-14.0,0.0,0.04999999999999999,0.29,1.12,0.7142857142857143,0.6666666666666666,0.04761904761904767
7911,678af75cb4c155a9,win,Thiago Alves,Ansar Chalangov,0.0,0.0,8.0,2.0,1.0,0.0,0.0,2.0,Welterweight,KO/TKO Punches,1,145,c7e9d15cfce52f1d,23.0,15.0,175.26,77.11,177.8,Orthodox,40.0,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,14.0,5.0,175.26,77.11,179.54907343102929,Orthodox,44.0,0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6,-1.7490734310292737,-4.0,0.0,-0.25000000000000006,0.63,0.71,0.6052631578947368,0.7368421052631579,-0.13157894736842102
7912,57b5e8bda9447b77,win,Nick Thompson,Keith Wisniewski,0.0,0.0,48.0,14.0,1.0,3.0,3.0,0.0,Welterweight,U-DEC,3,300,c7e9d15cfce52f1d,38.0,14.0,185.42,77.11,187.96,Orthodox,42.0,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6,28.0,15.0,182.88,77.11,187.60065271208342,Orthodox,42.0,2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3,0.35934728791659154,0.0,2.539999999999992,-0.10000000000000003,-0.43000000000000005,-0.51,0.7307692307692307,0.6511627906976745,0.07960644007155626
7913,2eb9b36c09c00d69,win,Diego Sanchez,Nick Diaz,0.0,0.0,41.0,13.0,5.0,2.0,1.0,1.0,Welterweight,U-DEC,3,300,31ceaf0e670c1578,31.0,13.0,177.8,77.11,182.88,Southpaw,42.0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,26.0,10.0,185.42,77.11,193.04,Southpaw,40.0,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0,-10.159999999999997,2.0,-7.619999999999976,-0.04999999999999999,-0.13999999999999996,0.22999999999999998,0.7045454545454546,0.7222222222222222,-0.017676767676767624
7914,c22f4a7540cffdda,win,Rashad Evans,Brad Imes,2.0,0.0,48.0,42.0,0.0,2.0,0.0,1.0,Heavyweight,S-DEC,3,300,31ceaf0e670c1578,19.0,8.0,182.88,92.99,190.5,Orthodox,44.0,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0,13.0,7.0,200.66,120.2,206.38767103454308,Orthodox,47.0,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0,-15.887671034543075,-3.0,-17.78,0.06,0.73,1.26,0.7037037037037037,0.65,0.0537037037037037
7915,e364cd5772cfd27c,win,Joe Stevenson,Luke Cummo,0.0,0.0,20.0,20.0,5.0,1.0,2.0,1.0,Welterweight,U-DEC,3,300,31ceaf0e670c1578,33.0,16.0,170.18,65.77,177.8,Orthodox,41.0,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2,6.0,6.0,182.88,77.11,187.96,Orthodox,43.0,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,-10.159999999999997,-2.0,-12.699999999999989,0.010000000000000009,-0.02999999999999997,1.8599999999999999,0.673469387755102,0.5,0.173469387755102
7916,19646a0c8baee966,win,Kenny Florian,Kit Cope,0.0,0.0,10.0,8.0,3.0,0.0,2.0,0.0,Welterweight,SUB Rear Naked Choke,2,37,31ceaf0e670c1578,14.0,6.0,177.8,65.77,187.96,Southpaw,47.0,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3,6.0,7.0,182.88,77.11,187.60065271208342,Orthodox,47.0,1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5,0.35934728791659154,0.0,-5.079999999999984,-0.12,0.09999999999999998,2.22,0.7,0.46153846153846156,0.2384615384615384
7917,e050c299ffa1f2d3,win,Joshua Burkman,Sammy Morgan,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,Welterweight,KO/TKO Slam,1,21,31ceaf0e670c1578,28.0,16.0,177.8,77.11,182.88,Orthodox,43.0,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,18.0,12.0,177.8,77.11,182.23293319138068,Orthodox,42.0,1.05,0.22,3.74,0.4,1.43,0.2,0.0,0.5,0.6470668086193143,1.0,0.0,0.21,0.72,1.0999999999999999,0.6363636363636364,0.6,0.036363636363636376
7918,f846fd001397db45,win,Melvin Guillard,Marcus Davis,0.0,0.0,19.0,3.0,3.0,0.0,1.0,0.0,Welterweight,KO/TKO,2,175,31ceaf0e670c1578,32.0,18.0,175.26,70.31,180.34,Orthodox,40.0,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,22.0,11.0,177.8,77.11,177.8,Southpaw,50.0,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,2.539999999999992,-10.0,-2.5400000000000205,0.010000000000000009,0.14,-0.30000000000000004,0.64,0.6666666666666666,-0.026666666666666616
7919,39c4f4a1aff68189,win,Keith Jardine,Kerry Schall,1.0,0.0,41.0,8.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Kicks,2,208,31ceaf0e670c1578,17.0,11.0,187.96,83.91,193.04,Orthodox,48.0,3.25,0.36,2.98,0.59,1.18,0.45,0.62,0.7,24.0,13.0,187.96,120.2,192.9683722327862,Orthodox,52.0,0.94,0.11,4.84,0.63,0.0,0.0,0.0,0.0,0.0716277672137835,-4.0,0.0,0.25,0.62,1.18,0.6071428571428571,0.6486486486486487,-0.04150579150579159
7920,1c45d0feab67364f,win,Andrei Arlovski,Paul Buentello,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1,15,271fe91f4ba9d2c5,34.0,23.0,190.5,108.86,195.58,Orthodox,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2,35.0,17.0,187.96,111.13,195.58,Orthodox,50.0,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,0.0,-5.0,2.539999999999992,0.0,0.37,0.19,0.5964912280701754,0.6730769230769231,-0.07658569500674772
7922,e917559aedf85a98,win,Forrest Griffin,Elvis Sinosic,1.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,1,210,271fe91f4ba9d2c5,19.0,7.0,190.5,92.99,195.58,Orthodox,45.0,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,7.0,11.0,190.5,92.99,195.58,Orthodox,53.0,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2,0.0,-8.0,0.0,-0.010000000000000009,0.57,1.05,0.7307692307692307,0.3888888888888889,0.34188034188034183
7923,75926dd5b984aa06,win,Renato Sobral,Chael Sonnen,0.0,0.0,11.0,12.0,4.0,0.0,3.0,0.0,Light Heavyweight,SUB Triangle Choke,2,80,271fe91f4ba9d2c5,37.0,11.0,185.42,92.99,190.5,Orthodox,48.0,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6,29.0,15.0,185.42,92.99,185.42,Southpaw,46.0,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,5.0800000000000125,2.0,0.0,0.020000000000000018,-0.010000000000000009,-1.33,0.7708333333333334,0.6590909090909091,0.11174242424242431
7924,f15be91b30b11e0c,win,Joe Riggs,Chris Lytle,0.0,0.0,15.0,3.0,1.0,1.0,1.0,0.0,Welterweight,KO/TKO,2,120,271fe91f4ba9d2c5,44.0,17.0,182.88,83.91,177.8,Southpaw,41.0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,31.0,18.0,180.34,77.11,172.72,Orthodox,49.0,3.76,0.45,3.03,0.58,0.7,0.55,0.55,2.4,5.0800000000000125,-8.0,2.539999999999992,0.06,0.06999999999999995,1.7500000000000002,0.7213114754098361,0.6326530612244898,0.08865841418534626
7925,06a75406d3dd5cfd,win,Jorge Rivera,Dennis Hallman,0.0,0.0,51.0,12.0,0.0,1.0,0.0,2.0,Middleweight,U-DEC,3,300,271fe91f4ba9d2c5,20.0,9.0,185.42,83.91,185.42,Orthodox,52.0,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,53.0,20.0,175.26,70.31,182.88,Orthodox,48.0,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,2.539999999999992,4.0,10.159999999999997,0.03999999999999998,0.38,-0.9500000000000001,0.6896551724137931,0.726027397260274,-0.03637222484648084
7928,5521b9bb8f220993,win,David Loiseau,Evan Tanner,0.0,0.0,13.0,15.0,0.0,3.0,0.0,2.0,Middleweight,KO/TKO,2,255,efaf544314bb5c2e,23.0,11.0,182.88,83.91,193.04,Orthodox,44.0,1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1,32.0,8.0,182.88,83.91,187.96,Orthodox,53.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,5.079999999999984,-9.0,0.0,-0.14999999999999997,0.10999999999999999,-2.1199999999999997,0.6764705882352942,0.8,-0.12352941176470589
7929,0731a4519d64df6d,win,Chris Leben,Edwin DeWees,0.0,0.0,5.0,5.0,0.0,1.0,1.0,2.0,Middleweight,SUB Armbar,1,206,efaf544314bb5c2e,22.0,11.0,180.34,83.91,185.42,Southpaw,43.0,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,38.0,17.0,185.42,83.91,190.2845124724348,Orthodox,41.0,1.53,0.33,6.19,0.39,2.18,0.66,0.0,3.3,-4.864512472434825,2.0,-5.079999999999984,0.08999999999999997,0.53,-1.0400000000000003,0.6666666666666666,0.6909090909090909,-0.024242424242424288
7930,6ddabf12abd6fe25,win,Brandon Vera,Fabiano Scherner,2.0,0.0,28.0,10.0,0.0,1.0,0.0,0.0,Heavyweight,KO/TKO Knee,2,202,efaf544314bb5c2e,15.0,7.0,190.5,104.33,198.12,Orthodox,46.0,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,11.0,10.0,190.5,116.57,195.65223199313758,Orthodox,51.0,1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0,2.4677680068624284,-5.0,0.0,0.25000000000000006,0.18999999999999995,-0.3900000000000001,0.6818181818181818,0.5238095238095238,0.15800865800865793
7931,f5cb6cbb09ee8a16,win,Drew Fickett,Josh Koscheck,1.0,0.0,5.0,8.0,0.0,6.0,3.0,0.0,Welterweight,SUB Rear Naked Choke,3,268,efaf544314bb5c2e,42.0,21.0,177.8,70.31,177.8,Orthodox,44.0,2.33,0.41,2.29,0.57,1.3,0.35,0.3,2.2,17.0,11.0,177.8,77.11,185.42,Orthodox,46.0,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,-7.619999999999976,-2.0,0.0,0.04999999999999999,-0.34,-1.16,0.6666666666666666,0.6071428571428571,0.059523809523809534
7932,926091425f88d038,win,Spencer Fisher,Thiago Alves,0.0,0.0,13.0,19.0,1.0,3.0,3.0,0.0,Welterweight,SUB Triangle Choke,2,283,efaf544314bb5c2e,24.0,9.0,170.18,70.31,172.72,Southpaw,47.0,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,23.0,15.0,175.26,77.11,177.8,Orthodox,40.0,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,-5.0800000000000125,7.0,-5.079999999999984,0.020000000000000018,-0.030000000000000027,-0.039999999999999925,0.7272727272727273,0.6052631578947368,0.12200956937799046
7933,5f2240d94375f907,win,Jon Fitch,Brock Larson,0.0,0.0,25.0,14.0,5.0,1.0,2.0,3.0,Middleweight,U-DEC,3,300,efaf544314bb5c2e,30.0,7.0,182.88,77.11,187.96,Orthodox,46.0,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,42.0,10.0,180.34,77.11,180.34,Southpaw,46.0,1.39,0.46,1.5,0.55,2.67,0.34,0.43,2.0,7.6200000000000045,0.0,2.539999999999992,0.03999999999999998,0.13000000000000006,0.9300000000000002,0.8108108108108109,0.8076923076923077,0.0031185031185031464
7934,c25a97523bf56e49,win,Jonathan Goulet,Jay Hieron,0.0,0.0,14.0,10.0,0.0,9.0,1.0,3.0,Welterweight,KO/TKO,3,65,efaf544314bb5c2e,23.0,12.0,182.88,77.11,185.42,Orthodox,44.0,1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,23.0,7.0,182.88,77.11,190.5,Orthodox,47.0,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0,-5.0800000000000125,-3.0,0.0,0.08999999999999997,-0.21000000000000002,0.1200000000000001,0.6571428571428571,0.7666666666666667,-0.10952380952380958
7935,5a3fcd3d3a1e1c38,win,Chuck Liddell,Jeremy Horn,2.0,0.0,64.0,31.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,4,166,669a3cb6e394f515,21.0,8.0,187.96,92.99,193.04,Orthodox,54.0,2.97,0.35,2.71,0.56,0.44,0.75,0.81,0.0,91.0,22.0,185.42,83.91,187.96,Orthodox,48.0,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,5.079999999999984,6.0,2.5400000000000205,-0.040000000000000036,0.52,-1.3900000000000001,0.7241379310344828,0.8053097345132744,-0.0811718034787916
7936,8a380b11aaf82c49,win,Tim Sylvia,Tra Telligman,1.0,0.0,31.0,13.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Kick,1,299,669a3cb6e394f515,31.0,10.0,203.2,120.2,203.2,Orthodox,48.0,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,7.0,5.0,187.96,105.69,192.9683722327862,Orthodox,59.0,1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0,10.23162776721378,-11.0,15.23999999999998,0.06,-0.050000000000000044,-0.76,0.7560975609756098,0.5833333333333334,0.1727642276422764
7937,093ef5ab2081cf65,win,Randy Couture,Mike van Arsdale,0.0,0.0,27.0,8.0,4.0,1.0,3.0,0.0,Light Heavyweight,SUB Anaconda Choke,3,52,669a3cb6e394f515,19.0,11.0,185.42,92.99,190.5,Orthodox,60.0,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,8.0,5.0,187.96,92.99,192.9683722327862,Switch,58.0,1.52,0.41,1.91,0.41,1.06,0.14,0.37,0.0,-2.4683722327862085,2.0,-2.5400000000000205,0.15999999999999998,0.20999999999999996,1.7199999999999998,0.6333333333333333,0.6153846153846154,0.017948717948717885
7938,d250a9d1c602e266,win,Diego Sanchez,Brian Gassaway,0.0,0.0,35.0,3.0,3.0,0.0,1.0,0.0,Welterweight,KO/TKO Punches,2,116,669a3cb6e394f515,31.0,13.0,177.8,77.11,182.88,Southpaw,42.0,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,29.0,20.0,185.42,77.11,190.2845124724348,Orthodox,51.0,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0,-7.404512472434817,-9.0,-7.619999999999976,0.10999999999999999,0.040000000000000036,1.51,0.7045454545454546,0.5918367346938775,0.11270871985157704
7939,beaa6ae419b8c8c6,win,Georges St-Pierre,Frank Trigg,0.0,0.0,25.0,1.0,1.0,0.0,2.0,0.0,Welterweight,SUB Rear Naked Choke,1,249,669a3cb6e394f515,26.0,2.0,180.34,83.91,193.04,Orthodox,42.0,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,21.0,9.0,175.26,77.11,180.34,Southpaw,51.0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,12.699999999999989,-9.0,5.0800000000000125,0.07,0.07999999999999996,1.81,0.9285714285714286,0.7,0.22857142857142865
7940,adc0b9c6afe76c23,win,Matt Lindland,Joe Doerksen,0.0,0.0,19.0,8.0,4.0,2.0,4.0,1.0,Middleweight,U-DEC,3,300,669a3cb6e394f515,22.0,9.0,182.88,83.91,187.96,Southpaw,53.0,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3,51.0,16.0,182.88,83.91,190.5,Orthodox,46.0,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,-2.539999999999992,7.0,0.0,0.08000000000000002,0.26999999999999996,0.9899999999999998,0.7096774193548387,0.7611940298507462,-0.0515166104959075
7941,ee69302c232e0909,win,Trevor Prangley,Travis Lutter,0.0,0.0,54.0,9.0,5.0,0.0,0.0,0.0,Middleweight,U-DEC,3,300,669a3cb6e394f515,34.0,11.0,185.42,83.91,190.5,Orthodox,51.0,2.59,0.6,2.02,0.48,3.38,0.55,0.74,1.0,10.0,6.0,180.34,83.91,190.5,Orthodox,50.0,0.41,0.32,2.42,0.42,1.95,0.24,0.3,0.7,0.0,1.0,5.079999999999984,0.27999999999999997,0.44,1.43,0.7555555555555555,0.625,0.13055555555555554
7942,42957e04417af1d8,win,James Irvin,Terry Martin,1.0,0.0,6.0,12.0,0.0,2.0,0.0,0.0,Light Heavyweight,KO/TKO Flying Knee,2,9,669a3cb6e394f515,17.0,10.0,187.96,92.99,190.5,Orthodox,45.0,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5,23.0,11.0,172.72,83.91,180.34,Orthodox,43.0,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0,10.159999999999997,2.0,15.240000000000009,0.04999999999999999,-0.56,-3.1,0.6296296296296297,0.6764705882352942,-0.04684095860566451
7943,fd2f0f36b1eb5f83,win,Nate Marquardt,Ivan Salaverry,0.0,0.0,21.0,23.0,2.0,0.0,2.0,0.0,Middleweight,U-DEC,3,300,3f24c96753dbd9f9,35.0,19.0,182.88,83.91,187.96,Orthodox,44.0,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,14.0,9.0,182.88,83.91,187.60065271208342,Orthodox,53.0,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,0.35934728791659154,-9.0,0.0,0.020000000000000018,0.33999999999999997,1.3800000000000001,0.6481481481481481,0.6086956521739131,0.03945249597423506
7944,389b7ca84b333c4c,win,Chris Leben,Patrick Cote,0.0,0.0,26.0,26.0,1.0,1.0,0.0,0.0,Middleweight,S-DEC,3,300,3f24c96753dbd9f9,22.0,11.0,180.34,83.91,185.42,Southpaw,43.0,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,23.0,11.0,180.34,77.11,190.5,Orthodox,44.0,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,-5.0800000000000125,-1.0,0.0,-0.06,0.10000000000000003,0.45999999999999985,0.6666666666666666,0.6764705882352942,-0.009803921568627527
7945,994739f676c2105f,win,Stephan Bonnar,Sam Hoger,0.0,0.0,43.0,11.0,3.0,1.0,1.0,2.0,Light Heavyweight,U-DEC,3,300,3f24c96753dbd9f9,15.0,9.0,193.04,92.99,200.66,Orthodox,46.0,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,10.0,4.0,187.96,92.99,192.9683722327862,Orthodox,43.0,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3,7.691627767213788,3.0,5.079999999999984,0.13,0.31,0.19999999999999996,0.625,0.7142857142857143,-0.0892857142857143
7946,bf1525f9761a116e,win,Nate Quarry,Pete Sell,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1,42,3f24c96753dbd9f9,12.0,4.0,182.88,83.91,182.88,Open Stance,52.0,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,10.0,7.0,180.34,77.11,190.5,Orthodox,41.0,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,-7.6200000000000045,11.0,2.539999999999992,0.020000000000000018,0.13,-0.66,0.75,0.5882352941176471,0.16176470588235292
7947,44e4a1caae180261,win,Josh Koscheck,Pete Spratt,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,1,113,3f24c96753dbd9f9,17.0,11.0,177.8,77.11,185.42,Orthodox,46.0,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,25.0,23.0,175.26,77.11,179.54907343102929,Orthodox,53.0,1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,5.870926568970702,-7.0,2.5400000000000205,-0.12,0.18,2.16,0.6071428571428571,0.5208333333333334,0.08630952380952372
7948,b2f604f2332cd8af,win,Mike Swick,Gideon Ray,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1,22,3f24c96753dbd9f9,15.0,6.0,185.42,77.11,195.58,Orthodox,44.0,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,17.0,15.0,177.8,83.91,182.23293319138068,Southpaw,50.0,2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0,13.347066808619331,-6.0,7.619999999999976,-0.030000000000000027,0.61,-0.42999999999999994,0.7142857142857143,0.53125,0.1830357142857143
